city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
Beijing,2205-05-23,417,38.4,37.2,10.3,29.0,0.1,35,7,Suburban,101,2205,5,May,2205-05,6.93,Hazardous
Delhi,2205-05-24,390,43.2,58.6,38.3,30.3,38.3,56,10,Urban,640,2205,5,May,2205-05,1.56,Hazardous
Beijing,2205-05-25,491,30.8,83.6,44.6,37.0,18.3,68,7,Urban,116,2205,5,May,2205-05,6.03,Hazardous
Los Angeles,2205-05-26,417,29.7,38.1,33.9,18.9,38.9,70,4,Suburban,275,2205,5,May,2205-05,1.45,Hazardous
Mexico City,2205-05-27,304,41.7,32.4,28.0,33.0,20.4,65,9,Suburban,531,2205,5,May,2205-05,1.69,Hazardous
Delhi,2205-05-28,345,49.7,32.6,25.3,41.2,32.9,90,16,Urban,543,2205,5,May,2205-05,2.95,Hazardous
Mexico City,2205-05-29,145,44.3,60.4,39.3,40.1,2.0,43,12,Suburban,1727,2205,5,May,2205-05,0.69,Unhealthy for Sensitive Groups
Los Angeles,2205-05-30,423,41.4,77.5,16.6,49.8,17.2,94,11,Suburban,971,2205,5,May,2205-05,1.13,Hazardous
Delhi,2205-05-31,94,27.6,81.5,20.9,38.2,23.2,36,7,Urban,1242,2205,5,May,2205-05,0.56,Moderate
Beijing,2205-06-01,412,20.5,10.2,40.5,38.9,8.2,23,9,Suburban,827,2205,6,Jun,2205-06,1.09,Hazardous
Delhi,2205-06-02,80,23.3,57.9,27.3,47.0,21.8,47,10,Rural,1758,2205,6,Jun,2205-06,0.57,Moderate
Los Angeles,2205-06-03,83,36.2,39.1,51.0,41.3,8.2,74,13,Suburban,404,2205,6,Jun,2205-06,3.22,Moderate
Beijing,2205-06-04,69,50.7,57.4,25.6,53.8,16.3,58,5,Suburban,1007,2205,6,Jun,2205-06,0.5,Moderate
Delhi,2205-06-05,416,45.9,21.0,25.1,48.3,24.8,47,6,Rural,522,2205,6,Jun,2205-06,1.15,Hazardous
Beijing,2205-06-06,192,42.8,70.2,36.4,30.6,3.3,50,10,Urban,109,2205,6,Jun,2205-06,9.17,Unhealthy
Los Angeles,2205-06-07,195,33.6,89.3,27.8,54.8,38.8,46,7,Urban,1987,2205,6,Jun,2205-06,0.35,Unhealthy
Beijing,2205-06-08,247,25.9,39.7,32.9,36.3,7.1,34,11,Suburban,1377,2205,6,Jun,2205-06,0.8,Very Unhealthy
Tokyo,2205-06-09,73,37.3,36.1,14.0,56.8,38.1,29,18,Rural,1131,2205,6,Jun,2205-06,1.59,Moderate
Mexico City,2205-06-10,143,64.3,33.8,28.2,34.4,38.5,36,7,Suburban,918,2205,6,Jun,2205-06,0.76,Unhealthy for Sensitive Groups
Delhi,2205-06-11,363,11.6,65.8,49.4,38.6,-4.2,27,7,Suburban,138,2205,6,Jun,2205-06,5.07,Hazardous
Cairo,2205-06-12,160,39.7,8.1,31.9,35.4,11.0,62,4,Suburban,1039,2205,6,Jun,2205-06,0.38,Unhealthy
Los Angeles,2205-06-13,336,41.3,77.2,26.1,17.2,16.8,68,7,Suburban,1157,2205,6,Jun,2205-06,0.61,Hazardous
Delhi,2205-06-14,415,53.8,20.3,40.6,42.7,25.3,36,10,Urban,691,2205,6,Jun,2205-06,1.45,Hazardous
Beijing,2205-06-15,411,33.1,31.5,30.8,55.3,3.5,73,6,Urban,276,2205,6,Jun,2205-06,2.17,Hazardous
Beijing,2205-06-16,498,13.7,44.4,20.6,21.0,18.5,86,8,Suburban,1076,2205,6,Jun,2205-06,0.74,Hazardous
Delhi,2205-06-17,47,25.2,42.3,39.9,39.5,-3.3,69,9,Urban,793,2205,6,Jun,2205-06,1.13,Good
Tokyo,2205-06-18,421,32.3,0.8,28.8,51.6,1.2,54,10,Urban,703,2205,6,Jun,2205-06,1.42,Hazardous
Delhi,2205-06-19,458,38.5,50.2,31.4,36.6,21.2,43,4,Urban,1003,2205,6,Jun,2205-06,0.4,Hazardous
Delhi,2205-06-20,53,52.0,57.4,38.7,48.2,8.6,69,10,Urban,882,2205,6,Jun,2205-06,1.13,Moderate
Beijing,2205-06-21,119,56.7,78.1,21.9,22.0,8.5,90,7,Urban,1966,2205,6,Jun,2205-06,0.36,Unhealthy for Sensitive Groups
Los Angeles,2205-06-22,4,26.9,103.3,26.5,30.9,-0.5,50,5,Suburban,140,2205,6,Jun,2205-06,3.57,Good
Tokyo,2205-06-23,42,30.7,33.2,26.2,58.8,5.7,76,2,Urban,1220,2205,6,Jun,2205-06,0.16,Good
Delhi,2205-06-24,376,20.2,70.3,26.9,37.3,36.8,41,4,Suburban,1839,2205,6,Jun,2205-06,0.22,Hazardous
Delhi,2205-06-25,257,38.4,37.2,41.2,63.7,4.1,60,17,Urban,1545,2205,6,Jun,2205-06,1.1,Very Unhealthy
Mexico City,2205-06-26,308,31.2,32.0,62.3,9.0,-2.9,22,8,Suburban,627,2205,6,Jun,2205-06,1.28,Hazardous
Delhi,2205-06-27,209,27.7,74.5,32.4,54.6,-4.1,92,2,Urban,1348,2205,6,Jun,2205-06,0.15,Very Unhealthy
Delhi,2205-06-28,260,37.8,34.4,25.9,38.2,26.8,43,4,Urban,1402,2205,6,Jun,2205-06,0.29,Very Unhealthy
Delhi,2205-06-29,140,54.7,60.3,53.3,32.0,19.5,49,0,Urban,1388,2205,6,Jun,2205-06,0.0,Unhealthy for Sensitive Groups
Cairo,2205-06-30,186,10.4,51.8,14.9,30.3,19.7,30,10,Urban,1251,2205,6,Jun,2205-06,0.8,Unhealthy
Los Angeles,2205-07-01,449,31.8,77.1,6.6,44.6,20.1,31,13,Suburban,1432,2205,7,Jul,2205-07,0.91,Hazardous
Beijing,2205-07-02,104,44.8,47.5,33.1,32.9,21.9,70,8,Urban,260,2205,7,Jul,2205-07,3.08,Unhealthy for Sensitive Groups
Mexico City,2205-07-03,15,59.7,55.6,30.2,42.8,26.6,21,11,Rural,1595,2205,7,Jul,2205-07,0.69,Good
Tokyo,2205-07-04,446,53.9,42.4,33.5,39.9,19.4,73,13,Urban,75,2205,7,Jul,2205-07,17.33,Hazardous
Tokyo,2205-07-05,418,65.9,39.4,24.9,31.6,28.1,84,9,Urban,1895,2205,7,Jul,2205-07,0.47,Hazardous
Beijing,2205-07-06,140,48.2,26.0,30.7,46.0,2.0,49,13,Rural,477,2205,7,Jul,2205-07,2.73,Unhealthy for Sensitive Groups
Tokyo,2205-07-07,49,47.0,67.7,30.3,25.8,25.2,33,8,Suburban,1417,2205,7,Jul,2205-07,0.56,Good
Los Angeles,2205-07-08,83,48.4,63.4,41.7,26.6,28.3,87,8,Suburban,618,2205,7,Jul,2205-07,1.29,Moderate
Beijing,2205-07-09,410,19.7,76.7,7.6,39.2,39.0,20,7,Urban,279,2205,7,Jul,2205-07,2.51,Hazardous
Beijing,2205-07-10,319,18.3,45.8,22.6,29.0,12.4,94,6,Urban,1138,2205,7,Jul,2205-07,0.53,Hazardous
Tokyo,2205-07-11,125,18.2,58.3,30.6,31.5,7.6,75,7,Suburban,949,2205,7,Jul,2205-07,0.74,Unhealthy for Sensitive Groups
Delhi,2205-07-12,408,51.5,61.5,29.4,45.0,-1.9,75,7,Suburban,1321,2205,7,Jul,2205-07,0.53,Hazardous
Beijing,2205-07-13,111,41.1,70.7,28.8,56.0,3.4,79,7,Urban,1530,2205,7,Jul,2205-07,0.46,Unhealthy for Sensitive Groups
Delhi,2205-07-14,149,33.8,46.6,30.7,42.3,17.0,58,6,Urban,950,2205,7,Jul,2205-07,0.63,Unhealthy for Sensitive Groups
Delhi,2205-07-15,184,37.3,44.9,46.4,35.5,20.4,24,6,Urban,792,2205,7,Jul,2205-07,0.76,Unhealthy
Delhi,2205-07-16,30,51.1,70.0,25.2,44.1,5.7,89,13,Urban,1662,2205,7,Jul,2205-07,0.78,Good
Beijing,2205-07-17,239,28.1,28.1,41.9,50.1,27.0,56,0,Urban,1253,2205,7,Jul,2205-07,0.0,Very Unhealthy
Los Angeles,2205-07-18,341,57.7,33.0,21.3,33.3,38.0,58,11,Rural,1256,2205,7,Jul,2205-07,0.88,Hazardous
Delhi,2205-07-19,94,23.3,10.6,32.9,18.9,38.8,42,2,Urban,1117,2205,7,Jul,2205-07,0.18,Moderate
London,2205-07-20,389,34.1,55.5,33.9,46.3,16.5,70,9,Suburban,489,2205,7,Jul,2205-07,1.84,Hazardous
São Paulo,2205-07-21,461,31.2,20.2,40.0,33.5,20.4,69,12,Rural,1638,2205,7,Jul,2205-07,0.73,Hazardous
Beijing,2205-07-22,80,27.6,53.3,40.8,50.5,23.9,91,6,Urban,174,2205,7,Jul,2205-07,3.45,Moderate
Los Angeles,2205-07-23,150,32.9,33.3,37.7,25.4,12.5,60,12,Rural,716,2205,7,Jul,2205-07,1.68,Unhealthy for Sensitive Groups
Mexico City,2205-07-24,31,26.6,55.3,36.7,57.7,6.6,82,7,Urban,133,2205,7,Jul,2205-07,5.26,Good
Beijing,2205-07-25,95,46.9,53.7,59.1,46.9,34.6,66,6,Rural,1502,2205,7,Jul,2205-07,0.4,Moderate
Delhi,2205-07-26,162,26.2,44.6,25.4,50.6,4.9,69,17,Urban,1006,2205,7,Jul,2205-07,1.69,Unhealthy
Mexico City,2205-07-27,409,28.8,19.6,29.2,48.1,4.7,49,5,Rural,1728,2205,7,Jul,2205-07,0.29,Hazardous
Delhi,2205-07-28,70,14.0,44.2,47.0,43.1,12.3,89,6,Suburban,1833,2205,7,Jul,2205-07,0.33,Moderate
Beijing,2205-07-29,143,59.2,59.7,21.6,39.4,29.1,87,11,Urban,801,2205,7,Jul,2205-07,1.37,Unhealthy for Sensitive Groups
Delhi,2205-07-30,318,11.5,49.5,20.9,56.9,-4.8,20,3,Urban,1996,2205,7,Jul,2205-07,0.15,Hazardous
Mexico City,2205-07-31,453,25.1,40.2,40.7,34.4,20.7,76,9,Urban,461,2205,7,Jul,2205-07,1.95,Hazardous
Delhi,2205-08-01,151,54.6,23.4,26.0,46.5,15.3,62,10,Urban,1670,2205,8,Aug,2205-08,0.6,Unhealthy
London,2205-08-02,418,32.2,48.7,18.4,42.0,18.5,64,8,Urban,1859,2205,8,Aug,2205-08,0.43,Hazardous
Beijing,2205-08-03,148,43.0,42.1,21.1,71.6,24.3,62,6,Urban,1618,2205,8,Aug,2205-08,0.37,Unhealthy for Sensitive Groups
Los Angeles,2205-08-04,169,23.1,37.8,36.0,29.5,29.3,70,11,Suburban,1797,2205,8,Aug,2205-08,0.61,Unhealthy
Beijing,2205-08-05,358,14.9,45.0,13.8,58.1,17.1,47,3,Suburban,840,2205,8,Aug,2205-08,0.36,Hazardous
Los Angeles,2205-08-06,418,32.9,56.2,35.0,41.2,29.6,52,11,Urban,1161,2205,8,Aug,2205-08,0.95,Hazardous
Tokyo,2205-08-07,144,52.2,71.1,29.5,23.2,11.6,74,12,Suburban,853,2205,8,Aug,2205-08,1.41,Unhealthy for Sensitive Groups
Beijing,2205-08-08,226,14.3,43.7,16.6,52.8,0.7,28,5,Suburban,130,2205,8,Aug,2205-08,3.85,Very Unhealthy
Beijing,2205-08-09,45,31.8,35.9,47.6,12.6,11.8,79,6,Rural,1462,2205,8,Aug,2205-08,0.41,Good
Los Angeles,2205-08-10,110,25.5,39.3,33.9,34.5,29.8,77,15,Urban,1813,2205,8,Aug,2205-08,0.83,Unhealthy for Sensitive Groups
Cairo,2205-08-11,440,39.5,46.9,26.2,39.2,20.0,73,10,Urban,413,2205,8,Aug,2205-08,2.42,Hazardous
Delhi,2205-08-12,105,34.6,43.6,29.0,46.1,26.0,39,5,Urban,1089,2205,8,Aug,2205-08,0.46,Unhealthy for Sensitive Groups
Los Angeles,2205-08-13,50,33.9,42.7,28.4,9.8,31.5,20,5,Suburban,1055,2205,8,Aug,2205-08,0.47,Good
Delhi,2205-08-14,164,24.4,44.9,25.5,41.9,29.7,77,10,Urban,1678,2205,8,Aug,2205-08,0.6,Unhealthy
São Paulo,2205-08-15,97,52.9,29.7,33.3,63.4,6.2,69,8,Urban,408,2205,8,Aug,2205-08,1.96,Moderate
Los Angeles,2205-08-16,434,51.8,26.2,28.7,53.4,5.2,52,15,Rural,708,2205,8,Aug,2205-08,2.12,Hazardous
Tokyo,2205-08-17,22,25.2,52.7,33.1,66.7,-2.0,69,6,Suburban,1889,2205,8,Aug,2205-08,0.32,Good
Delhi,2205-08-18,357,41.5,47.0,28.7,42.7,33.9,27,9,Urban,947,2205,8,Aug,2205-08,0.95,Hazardous
Delhi,2205-08-19,411,29.4,30.4,8.8,27.0,27.0,40,2,Urban,1505,2205,8,Aug,2205-08,0.13,Hazardous
Beijing,2205-08-20,327,35.7,36.3,16.9,55.5,4.9,32,1,Rural,1467,2205,8,Aug,2205-08,0.07,Hazardous
Delhi,2205-08-21,316,44.1,61.1,22.9,33.2,36.1,63,14,Urban,273,2205,8,Aug,2205-08,5.13,Hazardous
Delhi,2205-08-22,235,35.5,74.7,20.8,64.1,26.1,50,11,Urban,1131,2205,8,Aug,2205-08,0.97,Very Unhealthy
Delhi,2205-08-23,9,10.1,63.1,27.4,51.6,23.1,24,0,Urban,1038,2205,8,Aug,2205-08,0.0,Good
Delhi,2205-08-24,397,45.0,33.4,22.6,22.0,26.1,26,7,Urban,1897,2205,8,Aug,2205-08,0.37,Hazardous
Delhi,2205-08-25,460,42.5,29.0,1.3,33.2,26.3,38,9,Urban,924,2205,8,Aug,2205-08,0.97,Hazardous
Beijing,2205-08-26,176,4.1,20.2,11.8,37.8,-4.7,85,5,Suburban,1935,2205,8,Aug,2205-08,0.26,Unhealthy
Beijing,2205-08-27,196,49.4,46.7,53.8,34.7,6.7,60,9,Suburban,1110,2205,8,Aug,2205-08,0.81,Unhealthy
Delhi,2205-08-28,84,42.8,31.0,36.4,33.3,14.9,39,11,Urban,1616,2205,8,Aug,2205-08,0.68,Moderate
Mexico City,2205-08-29,248,38.3,62.2,23.6,40.7,36.8,89,5,Suburban,57,2205,8,Aug,2205-08,8.77,Very Unhealthy
Mexico City,2205-08-30,37,26.3,21.9,16.6,28.0,16.4,37,6,Suburban,1771,2205,8,Aug,2205-08,0.34,Good
Delhi,2205-08-31,446,28.0,74.9,45.8,38.8,7.9,24,4,Suburban,138,2205,8,Aug,2205-08,2.9,Hazardous
Beijing,2205-09-01,439,24.3,20.6,14.9,45.7,-4.1,86,4,Suburban,1021,2205,9,Sep,2205-09,0.39,Hazardous
São Paulo,2205-09-02,332,20.7,51.6,24.5,37.4,36.2,55,13,Rural,538,2205,9,Sep,2205-09,2.42,Hazardous
Beijing,2205-09-03,3,16.9,74.0,18.2,18.0,7.9,56,4,Rural,261,2205,9,Sep,2205-09,1.53,Good
Tokyo,2205-09-04,468,16.2,37.0,26.5,18.5,-1.1,91,7,Suburban,808,2205,9,Sep,2205-09,0.87,Hazardous
Delhi,2205-09-05,492,40.8,44.8,36.0,41.2,29.1,77,17,Suburban,1113,2205,9,Sep,2205-09,1.53,Hazardous
Delhi,2205-09-06,396,28.5,64.1,30.2,43.9,27.1,36,11,Urban,1712,2205,9,Sep,2205-09,0.64,Hazardous
London,2205-09-07,499,40.2,67.6,37.2,40.4,-3.0,75,12,Rural,1401,2205,9,Sep,2205-09,0.86,Hazardous
Mexico City,2205-09-08,444,36.9,11.2,13.7,52.6,1.4,90,8,Suburban,470,2205,9,Sep,2205-09,1.7,Hazardous
Los Angeles,2205-09-09,124,46.5,95.8,35.4,23.2,3.3,44,10,Urban,1547,2205,9,Sep,2205-09,0.65,Unhealthy for Sensitive Groups
Mexico City,2205-09-10,98,38.1,33.4,6.2,29.9,17.9,66,11,Rural,842,2205,9,Sep,2205-09,1.31,Moderate
Cairo,2205-09-11,428,40.7,63.9,34.8,43.1,12.0,81,9,Urban,909,2205,9,Sep,2205-09,0.99,Hazardous
Delhi,2205-09-12,370,31.1,59.2,46.5,34.3,35.1,31,9,Urban,1818,2205,9,Sep,2205-09,0.5,Hazardous
Delhi,2205-09-13,221,21.6,75.2,22.1,34.1,11.3,45,6,Urban,1228,2205,9,Sep,2205-09,0.49,Very Unhealthy
Delhi,2205-09-14,421,43.2,91.5,19.7,47.1,20.7,56,10,Suburban,1419,2205,9,Sep,2205-09,0.7,Hazardous
Mexico City,2205-09-15,453,22.8,80.3,28.4,13.4,31.5,28,9,Rural,384,2205,9,Sep,2205-09,2.34,Hazardous
Beijing,2205-09-16,378,51.6,61.5,55.6,39.9,39.9,72,12,Suburban,1307,2205,9,Sep,2205-09,0.92,Hazardous
Los Angeles,2205-09-17,190,2.9,46.8,36.3,45.9,13.7,50,6,Suburban,1801,2205,9,Sep,2205-09,0.33,Unhealthy
Delhi,2205-09-18,448,25.5,51.2,18.3,63.4,38.9,93,13,Urban,1708,2205,9,Sep,2205-09,0.76,Hazardous
Delhi,2205-09-19,258,20.1,36.4,43.6,41.2,15.6,60,5,Suburban,595,2205,9,Sep,2205-09,0.84,Very Unhealthy
Delhi,2205-09-20,380,19.3,73.3,43.3,48.1,36.2,69,10,Suburban,979,2205,9,Sep,2205-09,1.02,Hazardous
São Paulo,2205-09-21,371,56.1,33.8,27.5,70.7,13.3,93,10,Rural,278,2205,9,Sep,2205-09,3.6,Hazardous
Los Angeles,2205-09-22,228,47.6,14.0,28.4,47.2,35.7,64,14,Urban,287,2205,9,Sep,2205-09,4.88,Very Unhealthy
Delhi,2205-09-23,310,51.0,48.5,17.9,62.2,32.8,54,16,Urban,437,2205,9,Sep,2205-09,3.66,Hazardous
Mexico City,2205-09-24,308,49.0,69.4,27.9,36.0,34.0,40,8,Urban,336,2205,9,Sep,2205-09,2.38,Hazardous
Beijing,2205-09-25,104,41.7,50.2,30.8,64.4,26.2,21,15,Suburban,1847,2205,9,Sep,2205-09,0.81,Unhealthy for Sensitive Groups
Tokyo,2205-09-26,142,49.8,93.4,14.0,35.9,20.1,77,12,Urban,1709,2205,9,Sep,2205-09,0.7,Unhealthy for Sensitive Groups
Delhi,2205-09-27,197,17.7,24.0,16.9,38.6,36.4,38,5,Urban,1216,2205,9,Sep,2205-09,0.41,Unhealthy
Delhi,2205-09-28,18,36.1,36.8,19.3,33.9,9.9,25,5,Urban,1077,2205,9,Sep,2205-09,0.46,Good
Delhi,2205-09-29,240,41.8,28.0,39.1,43.9,38.6,37,12,Urban,1204,2205,9,Sep,2205-09,1.0,Very Unhealthy
Tokyo,2205-09-30,123,0.7,61.2,40.2,23.1,28.8,87,8,Urban,1867,2205,9,Sep,2205-09,0.43,Unhealthy for Sensitive Groups
Tokyo,2205-10-01,366,46.9,51.9,34.7,39.3,0.0,57,9,Suburban,1520,2205,10,Oct,2205-10,0.59,Hazardous
Delhi,2205-10-02,209,31.9,6.7,35.7,76.5,6.7,27,8,Suburban,1559,2205,10,Oct,2205-10,0.51,Very Unhealthy
Beijing,2205-10-03,19,17.3,54.9,34.6,27.9,27.6,86,4,Urban,1686,2205,10,Oct,2205-10,0.24,Good
Mexico City,2205-10-04,126,69.0,38.4,35.1,12.6,7.8,28,11,Urban,1689,2205,10,Oct,2205-10,0.65,Unhealthy for Sensitive Groups
Delhi,2205-10-05,487,41.7,39.7,44.3,44.2,23.6,24,11,Urban,387,2205,10,Oct,2205-10,2.84,Hazardous
Delhi,2205-10-06,381,33.1,25.2,25.1,20.1,31.4,87,13,Urban,229,2205,10,Oct,2205-10,5.68,Hazardous
Delhi,2205-10-07,212,44.5,34.8,24.6,29.1,38.3,26,11,Urban,897,2205,10,Oct,2205-10,1.23,Very Unhealthy
Los Angeles,2205-10-08,35,34.3,59.2,28.9,41.5,10.0,34,9,Urban,1798,2205,10,Oct,2205-10,0.5,Good
Tokyo,2205-10-09,202,20.0,66.3,31.2,51.6,19.3,42,2,Urban,874,2205,10,Oct,2205-10,0.23,Very Unhealthy
Delhi,2205-10-10,470,17.2,31.1,35.9,42.3,-4.3,53,4,Urban,916,2205,10,Oct,2205-10,0.44,Hazardous
Delhi,2205-10-11,435,34.5,42.3,39.1,27.2,24.7,60,4,Suburban,1586,2205,10,Oct,2205-10,0.25,Hazardous
Beijing,2205-10-12,220,51.3,50.8,44.8,27.9,14.0,81,10,Urban,1375,2205,10,Oct,2205-10,0.73,Very Unhealthy
Beijing,2205-10-13,243,36.5,51.8,26.4,21.6,38.8,73,2,Urban,1608,2205,10,Oct,2205-10,0.12,Very Unhealthy
Delhi,2205-10-14,209,24.2,43.4,28.4,37.1,32.4,73,9,Urban,60,2205,10,Oct,2205-10,15.0,Very Unhealthy
Delhi,2205-10-15,296,11.0,52.1,31.1,55.0,27.3,77,8,Urban,898,2205,10,Oct,2205-10,0.89,Very Unhealthy
Delhi,2205-10-16,469,23.9,27.2,25.8,54.7,17.2,32,10,Urban,51,2205,10,Oct,2205-10,19.61,Hazardous
Delhi,2205-10-17,356,43.8,62.6,23.6,32.6,4.6,51,10,Suburban,546,2205,10,Oct,2205-10,1.83,Hazardous
London,2205-10-18,395,55.4,75.2,30.8,53.1,38.4,61,8,Urban,1143,2205,10,Oct,2205-10,0.7,Hazardous
Beijing,2205-10-19,148,30.5,9.8,16.9,37.2,-4.7,49,9,Urban,1221,2205,10,Oct,2205-10,0.74,Unhealthy for Sensitive Groups
Tokyo,2205-10-20,158,33.4,30.2,29.8,20.8,7.4,84,8,Suburban,777,2205,10,Oct,2205-10,1.03,Unhealthy
London,2205-10-21,490,34.1,41.7,13.6,31.2,12.3,28,6,Urban,134,2205,10,Oct,2205-10,4.48,Hazardous
Beijing,2205-10-22,327,29.3,70.6,33.0,41.6,38.1,86,6,Urban,1610,2205,10,Oct,2205-10,0.37,Hazardous
London,2205-10-23,412,47.9,42.0,29.9,60.0,28.1,35,6,Urban,1378,2205,10,Oct,2205-10,0.44,Hazardous
Delhi,2205-10-24,193,17.6,51.2,47.5,68.6,-1.5,65,10,Urban,147,2205,10,Oct,2205-10,6.8,Unhealthy
Mexico City,2205-10-25,401,48.4,49.2,31.9,41.4,35.8,91,1,Urban,573,2205,10,Oct,2205-10,0.17,Hazardous
Tokyo,2205-10-26,52,40.2,36.7,24.2,59.2,13.1,84,6,Urban,832,2205,10,Oct,2205-10,0.72,Moderate
Mexico City,2205-10-27,44,39.8,14.2,17.8,41.1,27.4,48,4,Suburban,507,2205,10,Oct,2205-10,0.79,Good
Beijing,2205-10-28,288,36.5,46.4,43.5,31.1,28.1,32,10,Suburban,1960,2205,10,Oct,2205-10,0.51,Very Unhealthy
Mexico City,2205-10-29,236,46.3,34.1,36.5,56.2,1.3,77,8,Urban,273,2205,10,Oct,2205-10,2.93,Very Unhealthy
Delhi,2205-10-30,29,30.9,93.5,18.5,34.8,16.8,26,8,Urban,1640,2205,10,Oct,2205-10,0.49,Good
Delhi,2205-10-31,246,34.9,9.0,37.8,39.4,27.5,81,7,Urban,1701,2205,10,Oct,2205-10,0.41,Very Unhealthy
Delhi,2205-11-01,474,41.9,45.5,38.1,46.7,-1.1,30,12,Urban,1863,2205,11,Nov,2205-11,0.64,Hazardous
Delhi,2205-11-02,34,40.8,81.1,33.1,44.1,26.2,94,8,Urban,1974,2205,11,Nov,2205-11,0.41,Good
Los Angeles,2205-11-03,35,39.1,62.0,38.4,52.0,7.3,76,9,Rural,702,2205,11,Nov,2205-11,1.28,Good
Mexico City,2205-11-04,359,19.2,45.3,23.6,33.2,25.2,40,7,Urban,1699,2205,11,Nov,2205-11,0.41,Hazardous
London,2205-11-05,75,47.7,29.2,13.9,35.2,37.7,71,10,Suburban,373,2205,11,Nov,2205-11,2.68,Moderate
Mexico City,2205-11-06,176,29.9,45.0,33.4,31.6,28.9,78,2,Suburban,1453,2205,11,Nov,2205-11,0.14,Unhealthy
London,2205-11-07,78,35.3,59.6,29.6,48.8,-3.9,32,5,Suburban,1753,2205,11,Nov,2205-11,0.29,Moderate
Delhi,2205-11-08,196,56.4,57.0,35.2,54.1,-1.1,88,8,Urban,1132,2205,11,Nov,2205-11,0.71,Unhealthy
Delhi,2205-11-09,340,35.3,41.1,36.8,53.9,9.1,44,12,Urban,1902,2205,11,Nov,2205-11,0.63,Hazardous
Beijing,2205-11-10,317,67.0,71.4,36.5,43.8,8.7,42,18,Urban,1787,2205,11,Nov,2205-11,1.01,Hazardous
Delhi,2205-11-11,49,40.1,59.5,36.7,47.0,0.6,42,5,Suburban,601,2205,11,Nov,2205-11,0.83,Good
Los Angeles,2205-11-12,310,44.1,56.3,16.6,67.6,7.5,28,6,Urban,1179,2205,11,Nov,2205-11,0.51,Hazardous
Beijing,2205-11-13,449,54.1,77.8,22.9,33.5,23.4,72,7,Urban,358,2205,11,Nov,2205-11,1.96,Hazardous
Tokyo,2205-11-14,422,20.8,26.4,36.4,47.1,14.8,83,10,Urban,1704,2205,11,Nov,2205-11,0.59,Hazardous
Delhi,2205-11-15,447,32.4,55.8,24.3,53.1,12.7,36,9,Suburban,1024,2205,11,Nov,2205-11,0.88,Hazardous
Tokyo,2205-11-16,444,19.5,29.2,31.1,32.1,6.9,21,7,Urban,1903,2205,11,Nov,2205-11,0.37,Hazardous
Los Angeles,2205-11-17,423,58.4,38.4,29.1,41.2,35.6,53,12,Urban,1100,2205,11,Nov,2205-11,1.09,Hazardous
London,2205-11-18,251,25.4,46.7,40.6,34.9,18.2,28,8,Urban,1553,2205,11,Nov,2205-11,0.52,Very Unhealthy
Beijing,2205-11-19,185,48.5,23.8,33.9,12.5,5.6,86,8,Urban,982,2205,11,Nov,2205-11,0.81,Unhealthy
Beijing,2205-11-20,398,47.8,46.7,29.9,26.4,20.4,38,1,Suburban,1789,2205,11,Nov,2205-11,0.06,Hazardous
Los Angeles,2205-11-21,144,11.2,74.0,38.9,52.5,27.6,44,6,Urban,122,2205,11,Nov,2205-11,4.92,Unhealthy for Sensitive Groups
Cairo,2205-11-22,314,37.9,46.1,29.8,36.0,24.1,62,6,Urban,1188,2205,11,Nov,2205-11,0.51,Hazardous
Delhi,2205-11-23,404,42.7,36.3,35.0,57.7,7.9,88,12,Urban,1037,2205,11,Nov,2205-11,1.16,Hazardous
Mexico City,2205-11-24,101,34.5,55.6,34.5,31.8,3.2,69,5,Suburban,1654,2205,11,Nov,2205-11,0.3,Unhealthy for Sensitive Groups
Delhi,2205-11-25,199,6.0,32.1,27.9,34.5,18.6,22,3,Rural,1931,2205,11,Nov,2205-11,0.16,Unhealthy
Beijing,2205-11-26,8,33.9,35.9,35.2,50.8,15.0,27,11,Urban,602,2205,11,Nov,2205-11,1.83,Good
Mexico City,2205-11-27,394,46.1,91.7,41.6,34.1,18.0,46,9,Urban,110,2205,11,Nov,2205-11,8.18,Hazardous
Delhi,2205-11-28,52,33.6,79.2,40.0,40.7,28.5,42,11,Urban,728,2205,11,Nov,2205-11,1.51,Moderate
Delhi,2205-11-29,306,33.3,63.7,28.5,40.5,14.2,64,9,Rural,1606,2205,11,Nov,2205-11,0.56,Hazardous
Delhi,2205-11-30,156,63.0,43.5,46.0,44.5,20.8,80,11,Urban,316,2205,11,Nov,2205-11,3.48,Unhealthy
Delhi,2205-12-01,463,45.5,74.0,21.2,39.7,17.8,56,18,Urban,1437,2205,12,Dec,2205-12,1.25,Hazardous
Delhi,2205-12-02,208,36.2,42.6,39.4,18.9,34.2,48,10,Suburban,1712,2205,12,Dec,2205-12,0.58,Very Unhealthy
Delhi,2205-12-03,232,15.6,72.2,48.4,51.0,20.5,68,8,Suburban,678,2205,12,Dec,2205-12,1.18,Very Unhealthy
Beijing,2205-12-04,323,35.8,75.1,34.2,29.2,38.8,27,5,Urban,1326,2205,12,Dec,2205-12,0.38,Hazardous
Beijing,2205-12-05,392,23.4,40.5,17.8,43.8,28.2,30,3,Urban,1712,2205,12,Dec,2205-12,0.18,Hazardous
